Geneid	Symbol	Chow_GElaS
ENSMUSG00000021619.7	Atg10	0.0180347757534982
ENSMUSG00000040943.13	Tet2	0
ENSMUSG00000015522.19	Arnt	0
ENSMUSG00000040147.15	Maob	0
ENSMUSG00000030630.17	Fah	0
ENSMUSG00000026630.10	Batf3	0
ENSMUSG00000020888.17	Dvl2	0
ENSMUSG00000020077.15	Srgn	0.333918647648902
ENSMUSG00000046876.17	Atxn1	0
ENSMUSG00000041297.9	Cdk13	0
ENSMUSG00000090369.4	4933411K16Rik	0
ENSMUSG00000020380.17	Rad50	0
ENSMUSG00000034616.18	Ssh3	0
ENSMUSG00000040220.11	Gas8	0.0235881945764689
ENSMUSG00000073725.9	Lmbrd1	0.223105354733295
ENSMUSG00000032238.18	Rora	0.059099206972377
ENSMUSG00000002769.10	Gnmt	0.432651880620865
ENSMUSG00000034940.16	Synrg	0
ENSMUSG00000029148.16	Nrbp1	0.0896136601447324
ENSMUSG00000031842.16	Pde4c	0.32696957304814
ENSMUSG00000037343.9	Taf2	0.188439998587452
ENSMUSG00000025608.10	Podxl	0
ENSMUSG00000018286.7	Psmb6	0.244955620315964
ENSMUSG00000030104.10	Edem1	0.264599909022452
ENSMUSG00000031993.8	Snx19	0
ENSMUSG00000000567.6	Sox9	0.139750571795343
ENSMUSG00000030865.5	Chp2	0.0997661154597956
ENSMUSG00000034863.10	Ano8	0
ENSMUSG00000036840.6	Siah1a	0
ENSMUSG00000023336.7	Wfdc1	0
ENSMUSG00000019494.15	Cops6	0.0355189155397321
ENSMUSG00000036256.14	Igfbp7	0.353152243716369
ENSMUSG00000030541.17	Idh2	0.0589951742694593
ENSMUSG00000035093.17	Secisbp2l	0
ENSMUSG00000029119.10	Man2b2	0.392742367096473
ENSMUSG00000033147.17	Slc22a15	0.362000709190935
ENSMUSG00000074254.5	Cyp2a4	0
ENSMUSG00000049791.5	Fzd4	0.277312139611145
ENSMUSG00000020935.9	Dcakd	0.272016557821264
ENSMUSG00000031226.14	Pbdc1	0.189360057023904
ENSMUSG00000006717.8	Acot13	0
ENSMUSG00000034075.11	Zdhhc5	0
ENSMUSG00000021779.20	Thrb	0
ENSMUSG00000070605.5	Zfp992	0
ENSMUSG00000034109.16	Golim4	0
ENSMUSG00000027722.15	Spata5	0.215687746076882
ENSMUSG00000031095.16	Cul4b	0.304343711401169
ENSMUSG00000029033.17	Acap3	0
ENSMUSG00000034453.9	Polr3b	0
ENSMUSG00000006281.9	Tep1	0
ENSMUSG00000030335.7	Mrpl51	0.368006602202687
ENSMUSG00000019810.16	Fuca2	0
ENSMUSG00000051716.7	Apon	0.138161114369257
ENSMUSG00000002588.14	Pon1	0.226777029442755
ENSMUSG00000047824.14	Pygo2	0.058750716206351
ENSMUSG00000033467.13	Crlf2	0.0266654754308855
ENSMUSG00000029686.16	Cul1	0
ENSMUSG00000003762.14	Coq8b	0
ENSMUSG00000024959.15	Bad	0.0470098813984996
ENSMUSG00000029815.13	Malsu1	0.08212917484634
ENSMUSG00000038214.16	Bend3	0.177500560139304
ENSMUSG00000064341.1	mt-Nd1	0.95990293332003
ENSMUSG00000016319.4	Slc25a5	0.328782908426085
ENSMUSG00000028600.16	Podn	0
ENSMUSG00000017760.17	Ctsa	0.287048748513827
ENSMUSG00000002741.10	Ykt6	0.327609278584044
ENSMUSG00000066152.12	Slc31a2	0.00609057254496872
ENSMUSG00000019897.9	Ccdc59	0.0370523034149208
ENSMUSG00000007836.7	Hnrnpa0	0.104172002901428
ENSMUSG00000024955.16	Esrra	0
ENSMUSG00000026750.7	Psmb7	0.0434716145261054
ENSMUSG00000019988.8	Nedd1	0.245622512173387
ENSMUSG00000027087.12	Itgav	0
ENSMUSG00000032737.14	Inppl1	0.0563619166801455
ENSMUSG00000034620.18	Rxylt1	0
ENSMUSG00000028218.20	Cibar1	0.200134947365919
ENSMUSG00000029221.16	Slc30a9	0
ENSMUSG00000021124.14	Vti1b	0.0482853436450058
ENSMUSG00000042178.7	Armc5	0.316072463732262
ENSMUSG00000049922.9	Slc35c1	0
ENSMUSG00000041961.15	Znrf3	0.143820792866726
ENSMUSG00000031613.10	Hpgd	0
ENSMUSG00000046959.17	Slc26a1	0.294081826443858
ENSMUSG00000020063.17	Sirt1	0.198720670535446
ENSMUSG00000022656.16	Nectin3	0.0275793668464435
ENSMUSG00000042203.9	Tbc1d22b	0.165089626585797
ENSMUSG00000029064.16	Gnb1	0.0928026453977423
ENSMUSG00000034518.15	Hmgxb4	0
ENSMUSG00000040212.13	Emp3	0.225158496520125
ENSMUSG00000020460.16	Rps27a	0
ENSMUSG00000071757.11	Zhx2	0.0967920730726458
ENSMUSG00000049109.16	Themis	0.0161237953058289
ENSMUSG00000034485.11	Uaca	0.0415728137988086
ENSMUSG00000049482.17	Ctu2	0.272973394446955
ENSMUSG00000066153.3	Mup21	0
ENSMUSG00000031503.14	Col4a2	0.0691810544201131
ENSMUSG00000003379.8	Cd79a	0
ENSMUSG00000035248.10	Tut7	0.0884075965054682
ENSMUSG00000033014.13	Trim33	0
ENSMUSG00000026987.17	Baz2b	0
ENSMUSG00000019989.9	Enpp3	0
ENSMUSG00000035649.18	Zcchc7	0.0640928261862994
ENSMUSG00000069729.15	Arid1b	0
ENSMUSG00000021270.14	Hsp90aa1	0
ENSMUSG00000010517.8	Faf1	0
ENSMUSG00000087385.9	Frg2f1	0.0796133132114344
ENSMUSG00000028322.12	Exosc3	0.378056449507319
ENSMUSG00000031600.12	Vps37a	0.213837244675748
ENSMUSG00000037210.17	Fam193a	0.0110458213970543
ENSMUSG00000067889.7	Sptbn2	0.205201298326791
ENSMUSG00000042743.14	Sgtb	0.249553899326092
ENSMUSG00000055116.9	Arntl	0
ENSMUSG00000041515.11	Irf8	0.268776649536733
ENSMUSG00000036594.16	H2-Aa	0.802144492770378
ENSMUSG00000009281.7	Rarres2	0
ENSMUSG00000034659.15	Tmem109	0.265290329022017
ENSMUSG00000004105.9	Angptl2	0.428385837484867
ENSMUSG00000022770.18	Dlg1	0.101390803344607
ENSMUSG00000064357.1	mt-Atp6	0.854198590797487
ENSMUSG00000014294.5	Ndufa2	0.0125937748541221
ENSMUSG00000024369.17	Nelfe	0.245075502258367
ENSMUSG00000039686.15	Zer1	0.140383160389881
ENSMUSG00000059824.13	Dbp	0
ENSMUSG00000020427.12	Igfbp3	0.553977085524885
ENSMUSG00000024997.8	Prdx3	0.117927108042282
ENSMUSG00000064288.5	H4c12	0.0251319674042928
ENSMUSG00000040888.11	Gfer	0.355302044887475
ENSMUSG00000079435.10	Rpl36a	0
ENSMUSG00000040562.13	Gstm2	0.100090046036764
ENSMUSG00000074698.11	Csnk2a1	0.0651638499559639
ENSMUSG00000032252.15	Glce	0.0955477507024115
ENSMUSG00000063145.11	Bbs5	0
ENSMUSG00000071226.12	Cecr2	0.104579986493167
ENSMUSG00000078674.3	Mup18	0.788685377881939
ENSMUSG00000020457.14	Drg1	0.125040503440979
ENSMUSG00000041997.17	Tlk1	0
ENSMUSG00000079020.10	Slc45a4	0.181094181039805
ENSMUSG00000091955.3	Gm9844	0.00714226087669525
ENSMUSG00000048000.16	Gigyf2	0
ENSMUSG00000022941.9	Ripply3	0.0473097789581166
ENSMUSG00000025158.8	Rfng	0.0516938715428016
ENSMUSG00000062234.15	Gak	0.209251846277324
ENSMUSG00000095098.3	Ccdc85b	0
ENSMUSG00000050708.17	Ftl1	0.0563014235175128
ENSMUSG00000009681.11	Bcr	0
ENSMUSG00000024902.6	Mrpl11	0.0955194261300338
ENSMUSG00000032316.9	Clk3	0.104255869520495
ENSMUSG00000052214.10	Opa3	0.192586654480801
ENSMUSG00000030747.6	Dgat2	0
ENSMUSG00000023367.15	Tmem176a	0
ENSMUSG00000024601.10	Isoc1	0
ENSMUSG00000050608.12	Micos10	0
ENSMUSG00000029202.13	Pds5a	0
ENSMUSG00000106918.4	Mrpl33	0
ENSMUSG00000026104.15	Stat1	0.437946542597365
ENSMUSG00000025958.15	Creb1	0
ENSMUSG00000040124.6	Gorab	0.153876415867477
ENSMUSG00000005268.21	Prlr	0
ENSMUSG00000039099.8	Wdr93	0
ENSMUSG00000022636.14	Alcam	0.273903497586768
ENSMUSG00000090000.3	Ier3ip1	0
ENSMUSG00000027405.17	Nop56	0.348918655787275
ENSMUSG00000031723.9	Txnl4b	0.029836227124588
ENSMUSG00000022841.16	Ap2m1	0
ENSMUSG00000063576.13	Klhdc3	0.258744078335345
ENSMUSG00000066324.3	Bpnt2	0
ENSMUSG00000090266.11	Mettl23	0.00511874020251133
ENSMUSG00000020491.16	2810021J22Rik	0
ENSMUSG00000000739.15	Sult5a1	0.0217217578773821
ENSMUSG00000032834.12	Pwp2	0.272150518412083
ENSMUSG00000033352.12	Map2k4	0.0759413796057158
ENSMUSG00000029710.16	Ephb4	0
ENSMUSG00000037085.9	Trmt12	0
ENSMUSG00000028756.13	Pink1	0.25532573937119
ENSMUSG00000020961.16	Ston2	0.171326373980369
ENSMUSG00000026972.16	Arrdc1	0.211056885816098
ENSMUSG00000056888.12	Glipr1	0.062555929151225
ENSMUSG00000040033.17	Stat2	0.29256606662722
ENSMUSG00000026398.15	Nr5a2	0.0516909655993493
ENSMUSG00000056185.6	Snx32	0.093645036397789
ENSMUSG00000036940.16	Kdm1a	0.0220291735418856
ENSMUSG00000063954.8	H2ac19	0.226314139117641
ENSMUSG00000041781.10	Cpsf2	0.170868140959771
ENSMUSG00000029199.12	Lias	0.166940261033153
ENSMUSG00000024309.16	Pfdn6	0
ENSMUSG00000056770.16	Setd3	0.185646418899617
ENSMUSG00000040447.16	Spns2	0
ENSMUSG00000022131.4	Gpr180	0.212627348488076
ENSMUSG00000024121.14	Atp6v0c	0.307154657442657
ENSMUSG00000069633.13	Pex11g	0.324053733388968
ENSMUSG00000041870.18	Ankrd13a	0
ENSMUSG00000028979.18	Masp2	0.214169727801329
ENSMUSG00000034192.6	Lsm3	0.00884998684001161
ENSMUSG00000031147.9	Magix	0
ENSMUSG00000027185.16	Nat10	0.192386636433197
ENSMUSG00000026806.16	Ddx31	0.136439877535859
ENSMUSG00000032403.9	2300009A05Rik	0.203854778817785
ENSMUSG00000052751.17	Repin1	0
ENSMUSG00000067924.5	Rtl8b	0
ENSMUSG00000034160.14	Ogt	0
ENSMUSG00000041684.12	Bivm	0
ENSMUSG00000022353.11	Mtss1	0.336849448407981
ENSMUSG00000066000.13	Zfp979	0
ENSMUSG00000020720.14	Psmd12	0
ENSMUSG00000078688.12	Mup2	0.0693352837242473
ENSMUSG00000024371.15	C2	0
ENSMUSG00000031145.16	Prickle3	0.0382039152347993
ENSMUSG00000021493.16	Pdlim7	2.33825496824773e-05
ENSMUSG00000052305.7	Hbb-bs	1.47510496594644
ENSMUSG00000022389.16	Tef	0.406944331195432
ENSMUSG00000030483.15	Cyp2b10	0
ENSMUSG00000028917.15	Plekhm2	0
ENSMUSG00000020451.18	Limk2	0.227470450617697
ENSMUSG00000025381.4	Cnpy2	0.0137411621894283
ENSMUSG00000026177.12	Slc11a1	0.487262828617167
ENSMUSG00000051786.16	Tubgcp6	0
ENSMUSG00000028980.15	H6pd	0.0409329247959065
ENSMUSG00000039238.7	Zfp750	0.365394908172157
ENSMUSG00000033068.17	Entpd6	0.215217690088359
ENSMUSG00000048154.18	Kmt2d	0
ENSMUSG00000024614.8	Tmx3	0.00797681282455818
ENSMUSG00000029822.16	Osbpl3	0.263812355375288
ENSMUSG00000035545.14	Leng8	0
ENSMUSG00000053483.16	Usp21	0.11901534687891
ENSMUSG00000001240.14	Ramp2	0.293385261231148
ENSMUSG00000037197.12	Rbm17	0.205941392042499
ENSMUSG00000021645.17	Smn1	0.190021178965321
ENSMUSG00000059456.14	Ptk2b	0
ENSMUSG00000022338.9	Eny2	0
ENSMUSG00000028098.14	Rnf115	0.112202860905422
ENSMUSG00000031197.12	Vbp1	0.176562411017439
ENSMUSG00000040430.19	Pitpnc1	0.0832354203734081
ENSMUSG00000044674.7	Fzd1	0.0243136508055876
ENSMUSG00000090035.4	Galnt4	0.220898005812771
ENSMUSG00000019948.5	Actr6	0.234600558151776
ENSMUSG00000060675.14	Plaat3	0
ENSMUSG00000031561.17	Tenm3	0
ENSMUSG00000030220.14	Arhgdib	0.37406073511454
ENSMUSG00000038886.11	Man2a2	0
ENSMUSG00000026490.19	Cdc42bpa	0
ENSMUSG00000054764.10	Mtnr1a	0.0236450752924376
ENSMUSG00000027304.10	Rtf1	0
ENSMUSG00000040963.16	Asgr2	0
ENSMUSG00000090110.9	Cmc4	0
ENSMUSG00000031446.15	Cul4a	0.218729368796328
ENSMUSG00000028744.16	Slc66a1	0
ENSMUSG00000029723.17	Tsc22d4	0
ENSMUSG00000008958.15	Vps72	0.11921404350166
ENSMUSG00000013707.4	Tnfaip8l2	0.27733274605324
ENSMUSG00000019295.9	Tmem129	0.0270333037746513
ENSMUSG00000042814.9	Mcts2	0.263770312252045
ENSMUSG00000064360.1	mt-Nd3	0.410112429787448
ENSMUSG00000073468.13	Sft2d1	0
ENSMUSG00000039634.13	Zfp189	0.248160244830482
ENSMUSG00000036315.14	Polr1h	0.0607062925637472
ENSMUSG00000031626.19	Sorbs2	0
ENSMUSG00000018774.14	Cd68	0.639071550136856
ENSMUSG00000021982.15	Cdadc1	0
ENSMUSG00000016496.8	Cd274	0.0615390255490023
ENSMUSG00000069792.6	Wfdc17	0
ENSMUSG00000020541.13	Tom1l1	0.203348975439749
ENSMUSG00000030247.10	Kcnj8	0.247406186277371
ENSMUSG00000066440.6	Zfyve26	0.032984929762331
ENSMUSG00000036687.14	Tmem184a	0.231238357023295
ENSMUSG00000026632.18	Tatdn3	0.124149250716174
ENSMUSG00000022244.8	Amacr	0
ENSMUSG00000031740.9	Mmp2	0.300083839642852
ENSMUSG00000019762.5	Iyd	0
ENSMUSG00000037649.11	H2-DMa	0.314358218807138
ENSMUSG00000031917.13	Nip7	0.252974724337966
ENSMUSG00000031389.18	Arhgap4	0.0176940092831696
ENSMUSG00000037772.14	Mrpl23	0
ENSMUSG00000025580.16	Eif4a3	0.189772811610054
ENSMUSG00000025173.14	Wdr45b	0
ENSMUSG00000031154.16	Otud5	0
ENSMUSG00000036180.16	Gatad2a	0.216372980589626
ENSMUSG00000056054.10	S100a8	0
ENSMUSG00000022148.17	Fyb	0.280359238329809
ENSMUSG00000053801.19	Grwd1	0.424726307039778
ENSMUSG00000091474.3	2610021A01Rik	0.00481774709959916
ENSMUSG00000039640.8	Mrpl12	0.313980255255372
ENSMUSG00000006335.17	Tfpt	0.0150080590341468
ENSMUSG00000030327.9	Necap1	0.20501203544227
ENSMUSG00000057193.9	Slc44a2	0.170893527954348
ENSMUSG00000028030.13	Tbck	0
ENSMUSG00000010608.16	Rbm25	0.13797325996162
ENSMUSG00000071072.13	Ptges3	0.218814512729226
ENSMUSG00000031706.8	Rfx1	0
ENSMUSG00000057841.6	Rpl32	0
ENSMUSG00000003402.15	Prkcsh	0.0730321138035827
ENSMUSG00000026500.7	Cox20	0.460766009605466
ENSMUSG00000027180.13	Fbxo3	0
ENSMUSG00000042073.16	Abhd14b	0
ENSMUSG00000025860.16	Xiap	0
ENSMUSG00000024050.19	Wiz	0
ENSMUSG00000031444.17	F10	0
ENSMUSG00000027751.14	Supt20	0
ENSMUSG00000018750.15	Zbtb4	0
ENSMUSG00000038774.10	Ascc3	0
ENSMUSG00000005362.15	Crbn	0.34001329531897
ENSMUSG00000025626.17	Phf6	0
ENSMUSG00000072294.6	Klf12	0
ENSMUSG00000021453.3	Gadd45g	1.29416137325206
ENSMUSG00000009030.15	Pdcl	0.217768076606312
ENSMUSG00000028536.13	2610528J11Rik	0
ENSMUSG00000032860.6	P2ry2	0.272442605474331
ENSMUSG00000059434.10	Gckr	0.286138977822067
ENSMUSG00000063550.9	Nup98	0
ENSMUSG00000029634.16	Rnf6	0.173145921621411
ENSMUSG00000009013.6	Dynll1	0.460328807900969
ENSMUSG00000015165.17	Hnrnpl	0
ENSMUSG00000025962.16	Fastkd2	0.167121951759109
ENSMUSG00000056342.17	Usp34	0
ENSMUSG00000031256.12	Cstf2	0.151496976169535
ENSMUSG00000023991.17	Foxp4	0.13013612669191
ENSMUSG00000044149.8	Nkrf	0
ENSMUSG00000021193.11	Pitrm1	0.0360218262439321
ENSMUSG00000028898.16	Trnau1ap	0.00763047958505414
ENSMUSG00000026754.17	Golga1	0
ENSMUSG00000028399.19	Ptprd	0.251567885836527
ENSMUSG00000048878.7	Hexim1	0.254521006622393
ENSMUSG00000068101.12	Cenpm	0.205888647480891
ENSMUSG00000052632.17	Asap2	0.305307986549754
ENSMUSG00000016619.11	Nup50	0.159619687362306
ENSMUSG00000030826.20	Bcat2	0
ENSMUSG00000110277.3	Gm45871	0.259487132467266
ENSMUSG00000032301.14	Psma4	0.125542485678657
ENSMUSG00000028641.17	P3h1	0
ENSMUSG00000026536.10	Ifi211	0.207161448435678
ENSMUSG00000052837.8	Junb	0
ENSMUSG00000024498.17	Tcerg1	0.208149472419718
ENSMUSG00000007880.17	Arid1a	0
ENSMUSG00000038521.18	C1s1	0
ENSMUSG00000059182.9	Skap2	0.0106133205097816
ENSMUSG00000031016.10	Wee1	0.408836928722386
ENSMUSG00000031278.13	Acsl4	0.224098332027021
ENSMUSG00000030016.15	Zfp638	0
ENSMUSG00000027708.15	Dcun1d1	0.186821072751704
ENSMUSG00000024987.7	Cyp26a1	0.758674027351647
ENSMUSG00000028468.16	Rgp1	0
ENSMUSG00000022994.10	Adcy6	0.386048271316786
ENSMUSG00000032615.15	Nt5m	0.171496170449698
ENSMUSG00000036748.17	Cuedc2	0.230673822752731
ENSMUSG00000020783.15	Ncbp3	0.178394611301695
ENSMUSG00000048047.4	Zbtb33	0.199870179541559
ENSMUSG00000038762.16	Abcf1	0
ENSMUSG00000024387.14	Csnk2b	0.017994214396032
ENSMUSG00000026663.7	Atf6	0
ENSMUSG00000015812.9	Gnrh1	0.0834714130011463
ENSMUSG00000030474.10	Siglece	0.128468024421197
ENSMUSG00000020140.16	Lgr5	0.345072180752466
ENSMUSG00000002343.12	Armc6	0.276263871121328
ENSMUSG00000000823.17	Zfp512b	0.284135589308715
ENSMUSG00000025893.9	Kbtbd3	0
ENSMUSG00000021520.5	Uqcrb	0
ENSMUSG00000038068.16	Rnf144b	0.280497400346655
ENSMUSG00000021670.15	Hmgcr	0.122721995248392
ENSMUSG00000015127.15	Unkl	0.190637318652042
ENSMUSG00000038500.16	Prr3	0.208353400848453
ENSMUSG00000038127.16	Ccdc50	0.240014426445415
ENSMUSG00000078429.10	Ctdsp2	0.194622562310151
ENSMUSG00000021156.18	Zmynd11	0.00642264031960277
ENSMUSG00000028436.9	Dcaf12	0
ENSMUSG00000035385.6	Ccl2	0.00374884423727519
ENSMUSG00000023206.17	Il15ra	0.37777527538999
ENSMUSG00000037697.20	Ddhd1	0.125196736112702
ENSMUSG00000021767.20	Kat6b	0
ENSMUSG00000015013.10	Trappc2l	0
ENSMUSG00000013089.16	Etv5	0
ENSMUSG00000094091.4	Gm21885	0.163727696292004
ENSMUSG00000078908.11	Mon1b	0
ENSMUSG00000025869.12	Nop16	0.262419822773004
ENSMUSG00000044018.4	Mrpl50	0.191283202025735
ENSMUSG00000025396.8	Hsd17b6	0
ENSMUSG00000057531.15	Dtnbp1	0
ENSMUSG00000098678.2	Mroh6	0
ENSMUSG00000037344.15	Slc12a9	0.278503285721245
ENSMUSG00000010538.15	Tsacc	0.00548299280322803
ENSMUSG00000059288.15	Cdyl	0.178927605948932
ENSMUSG00000069206.15	Zfp874a	0.257387640855273
ENSMUSG00000055707.14	Klhl26	0
ENSMUSG00000032135.16	Mcam	0.0321707097630893
ENSMUSG00000030662.11	Ipo5	0
ENSMUSG00000073889.11	Il11ra1	0.401675352257247
ENSMUSG00000037600.17	Kdf1	0.220159008532205
ENSMUSG00000000901.18	Mmp11	0
ENSMUSG00000019302.17	Atp6v0a1	0
ENSMUSG00000030094.9	Xpc	0.24190222011599
ENSMUSG00000029038.10	Ssu72	0.0252552531411076
ENSMUSG00000036309.15	Skp1	0.00385385822402789
ENSMUSG00000051184.8	Zfp524	0.183506512961935
ENSMUSG00000016344.15	Ppdpf	0.164328453963773
ENSMUSG00000024603.9	Dctn4	0
ENSMUSG00000029911.15	Ssbp1	0.140549314143617
ENSMUSG00000063884.7	Ptcd3	0
ENSMUSG00000043683.5	Fem1a	0
ENSMUSG00000020409.11	Slu7	0.0786174798019638
ENSMUSG00000037752.5	Xkr8	0
ENSMUSG00000002379.8	Ndufa11	0
ENSMUSG00000001855.16	Nup214	0.00602408533056316
ENSMUSG00000003421.14	Nosip	0.0256040037116896
ENSMUSG00000074212.8	Dnajb14	0
ENSMUSG00000020741.18	Cluh	0.00592281788645452
ENSMUSG00000036473.17	Tbc1d24	0.329213856985024
ENSMUSG00000047036.9	Zfp445	0
ENSMUSG00000040134.9	Rdh7	0
ENSMUSG00000038368.17	Focad	0
ENSMUSG00000039236.19	Isg20	0
ENSMUSG00000022186.15	Oxct1	0.205641921678496
ENSMUSG00000008153.13	Clstn3	0.661284522406633
ENSMUSG00000071646.10	Mta2	0.156280116286697
ENSMUSG00000020280.13	Pus10	0.0368561061957974
ENSMUSG00000028447.12	Dctn3	0.215240284354643
ENSMUSG00000025484.10	Bet1l	0.278634581813015
ENSMUSG00000014763.9	Fam120b	0.182537392283278
ENSMUSG00000006218.5	Fam131c	0
ENSMUSG00000061111.9	Mcrip1	0.4757437186046
ENSMUSG00000049152.12	Ugt3a2	0.305830107203986
ENSMUSG00000027162.8	Lin7c	0.188145871535962
ENSMUSG00000022982.11	Sod1	0
ENSMUSG00000054199.18	Gon4l	0
ENSMUSG00000039452.7	Snx22	0
ENSMUSG00000022575.6	Gsdmd	0
ENSMUSG00000037443.14	Cep85	0.297853276073085
ENSMUSG00000036339.19	Tmem260	0
ENSMUSG00000022451.13	Twf1	0.110511834559077
ENSMUSG00000012187.14	Mogat1	0
ENSMUSG00000041959.15	S100a10	0
ENSMUSG00000009995.18	Taz	0.180248384030361
ENSMUSG00000034653.12	Ythdc2	0
ENSMUSG00000028331.13	Trmo	0.00803639886627296
ENSMUSG00000024143.16	Rhoq	0.245948147001726
ENSMUSG00000038060.16	Dlec1	0
ENSMUSG00000022946.11	Dop1b	0
ENSMUSG00000062825.16	Actg1	0
ENSMUSG00000028089.6	Chd1l	0
ENSMUSG00000040697.11	Dnajc16	0.193457824607902
ENSMUSG00000020078.17	Vps26a	0.0272771304098428
ENSMUSG00000030979.14	Uros	0.219962054358215
ENSMUSG00000033545.15	Znrf1	0
ENSMUSG00000019528.19	Gyg	0.0086750549755669
ENSMUSG00000022419.17	Deptor	0
ENSMUSG00000036957.9	Lrfn3	0
ENSMUSG00000004665.11	Cnn2	0
ENSMUSG00000034101.15	Ctnnd1	0.293086708778285
ENSMUSG00000057497.9	Fam136a	0.215746910423158
ENSMUSG00000015839.7	Nfe2l2	0.0265942244496262
ENSMUSG00000010362.10	Rdm1	0
ENSMUSG00000052133.17	Sema5b	0
ENSMUSG00000033909.18	Usp36	0.217096785070532
ENSMUSG00000023723.18	Mrps23	0.0819831142588397
ENSMUSG00000002477.6	Snrpd1	0.337617405949757
ENSMUSG00000020156.17	Pwwp3a	0.0200626699387686
ENSMUSG00000051319.7	Mtln	0.509961833367839
ENSMUSG00000047843.17	Bri3	0
ENSMUSG00000047710.9	Champ1	0
ENSMUSG00000039016.6	Timm8b	0.00135796982120715
ENSMUSG00000050947.10	Amigo1	0
ENSMUSG00000076435.4	Acsf2	0.269062934475277
ENSMUSG00000027322.12	Siglec1	0.400509687068233
ENSMUSG00000048174.3	Tmem81	0.00189064923243114
ENSMUSG00000020477.11	Mrps24	0.0107583273334013
ENSMUSG00000026608.14	Kctd3	0.0938297591478321
ENSMUSG00000000804.15	Usp32	0
ENSMUSG00000022180.8	Slc7a8	0.0398070947872595
ENSMUSG00000063445.15	Nmral1	0.0445235202365555
ENSMUSG00000021610.9	Clptm1l	0.166033526858515
ENSMUSG00000068798.11	Rap1a	0.00584304211473615
ENSMUSG00000035847.16	Ids	0
ENSMUSG00000022614.9	Lmf2	0.114630354063701
ENSMUSG00000027706.9	Sec62	0
ENSMUSG00000002763.17	Pex6	0.141297489109228
ENSMUSG00000024290.10	Rock1	0
ENSMUSG00000021916.17	Glt8d1	0
ENSMUSG00000027324.2	Rpusd2	0
ENSMUSG00000042675.16	Ypel3	0
ENSMUSG00000023905.16	Tnfrsf12a	0.433943920247231
ENSMUSG00000030611.11	Mrps11	0
ENSMUSG00000022855.10	Senp2	0
ENSMUSG00000016933.18	Plcg1	0
ENSMUSG00000019461.13	Plscr3	0.182394094812302
ENSMUSG00000021814.18	Anxa7	0.210642137712413
ENSMUSG00000022560.10	Slc52a2	0
ENSMUSG00000042105.19	Inpp5f	0.237004677328995
ENSMUSG00000024913.17	Lrp5	0
ENSMUSG00000048126.17	Col6a3	0.14993703688768
ENSMUSG00000029992.15	Gfpt1	0
ENSMUSG00000096199.3	Ptrhd1	0.107254896944117
ENSMUSG00000024610.16	Cd74	0.713443045481429
ENSMUSG00000028003.7	Lrat	0
ENSMUSG00000030088.16	Aldh1l1	0
ENSMUSG00000018677.10	Slc25a39	0.0887816580204301
ENSMUSG00000062181.15	Ces3b	0
ENSMUSG00000022771.18	Ppil2	0
ENSMUSG00000030795.19	Fus	0
ENSMUSG00000030706.18	Mrpl48	0
ENSMUSG00000068284.15	Usf3	0
ENSMUSG00000024045.7	Akap8	0.0327157618497291
ENSMUSG00000030417.16	Pdcd5	0
ENSMUSG00000024414.14	Mrpl27	0
ENSMUSG00000033813.16	Tcea1	0.280473181067774
ENSMUSG00000038717.10	Atp5l	0
ENSMUSG00000064264.15	Zfp428	0.26971362635527
ENSMUSG00000052155.6	Acvr2a	0
ENSMUSG00000044465.20	Fam160a2	0.153831186212095
ENSMUSG00000071177.5	Serpina1d	0.29711498118386
ENSMUSG00000034390.17	Cmip	0
ENSMUSG00000031988.11	Vps26b	0.152416845117772
ENSMUSG00000035443.11	Thyn1	0.102136972106759
ENSMUSG00000072640.12	Lyrm9	0.136340509668656
ENSMUSG00000001441.14	Npepps	0
ENSMUSG00000070873.6	Lilra5	0.215578662744549
ENSMUSG00000028568.17	Btf3l4	0.228613120066051
ENSMUSG00000048445.7	Ccdc57	0.133077686182783
ENSMUSG00000029166.15	Mapre3	0.150048868968393
ENSMUSG00000033862.8	Cdk10	0
ENSMUSG00000051439.8	Cd14	0.405087501447961
ENSMUSG00000028066.16	Pmf1	0
ENSMUSG00000003458.13	Ncstn	0.163699273952009
ENSMUSG00000003345.17	Csnk1g2	0
ENSMUSG00000059939.14	9430015G10Rik	0.265158085374883
ENSMUSG00000021258.11	Ccnk	0.284399585204258
ENSMUSG00000036114.4	Rpp25l	0.0756122823828296
ENSMUSG00000031592.11	Pcm1	0
ENSMUSG00000091604.3	Gm17349	0
ENSMUSG00000028779.17	Pef1	0
ENSMUSG00000032624.17	Eml4	0.177966073667208
ENSMUSG00000024853.11	Sf3b2	0
ENSMUSG00000071337.12	Tia1	0
ENSMUSG00000021488.9	Nsd1	0
ENSMUSG00000022960.14	Donson	0
ENSMUSG00000027433.6	Xrn2	0.264801642787456
ENSMUSG00000032480.18	Dhx30	0
ENSMUSG00000013822.8	Elof1	0
ENSMUSG00000026799.16	Med27	0.211669009158447
ENSMUSG00000015189.13	Casd1	0.0317175056238039
ENSMUSG00000057614.7	Gnai1	0.275794717346407
ENSMUSG00000115987.2	Vps28	0
ENSMUSG00000071379.3	Hpcal1	0.272801153347641
ENSMUSG00000024785.8	Rcl1	0
ENSMUSG00000031853.6	Map3k21	0.235135849285993
ENSMUSG00000015749.13	Anp32e	0
