Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Aged_AdLibitum.log2fpkm.mean	Aged_Fast.log2fpkm.mean	Aged_Refeed.log2fpkm.mean
ENSMUSG00000027429.17	Sec23b	1.13943494390253	0.694644178733469	0.861316207475554	1.31492083691036	1.18148392840155	1.04690334918343
ENSMUSG00000020354.16	Sgcd	0.246299724772763	-0.605928876017977	-0.395000287718182	0.10096922683725	0.232394903149122	-0.392141220148829
ENSMUSG00000022160.19	Mettl3	1.42095306678925	1.67498567276912	1.45770947483143	1.4497764825056	1.38786288019561	1.56314319069207
ENSMUSG00000113902.2	Ndufb1	6.43948796407621	6.15146392314321	6.15584903411267	6.35079912352941	6.32477309278664	6.29658961229867
ENSMUSG00000048701.14	Ccdc6	3.6029557701249	3.97513746996738	3.47325056905976	3.3750699815286	3.51745364181077	3.41843614841947
ENSMUSG00000017307.17	Acot8	1.47961215330761	1.21638329043925	1.34275630783285	1.57359491027761	1.32701206831594	1.25153976655282
ENSMUSG00000035696.16	Rnf38	0.936640194142858	1.14443147664884	0.798820977908503	0.859774957935165	1.05572408068406	0.884863148043878
ENSMUSG00000042605.17	Atxn2	1.73635165299547	1.4974783659027	1.73766707437712	1.69477668105354	1.62055139056006	1.54778264587887
ENSMUSG00000025326.13	Ube3a	2.37027584512751	2.62637335673102	2.44453523588645	2.39861797933987	2.57764151461558	2.50546765184622
ENSMUSG00000006262.16	Mob1b	1.62358381244904	1.22456559834465	1.4426260187562	1.37295597724527	1.39003207801835	1.33332237754666
ENSMUSG00000046275.3	Trarg1	-0.675847569039799	-0.124520606854253	-0.417296865704229	0.0917479604947645	-0.129760272812107	-0.636357381979666
ENSMUSG00000040841.6	Six5	0.25193768614579	-0.107684853367652	0.238555027944943	-0.0544695380735603	-0.101736971964105	0.244096597371724
ENSMUSG00000069662.6	Marcks	3.28975549448461	2.80239635460503	2.9073415419752	2.82137466141583	2.79951847522727	2.41427993537122
ENSMUSG00000031585.14	Gtf2e2	1.74058002812942	1.45656517940545	1.53125019473062	1.57073596258773	1.37453844457471	1.63734181999972
ENSMUSG00000034893.10	Cog3	1.69427721443721	1.94875957198977	1.73841456649385	1.87141485537331	1.93733933026669	1.8405204726791
ENSMUSG00000032415.15	Ube2cbp	0.409361325041199	-0.00352875526504133	-0.128476420601522	0.384336630102073	0.133861041201295	0.306600461352598
ENSMUSG00000040105.4	Plpp6	0.314896843853283	0.699582660690816	0.67310148983288	0.536924412739086	0.402206472256288	0.420267825529611
ENSMUSG00000031299.11	Pdha1	7.77279248882244	7.62308625114899	7.57703219123481	7.57902925802552	7.6436990571878	7.50823432408922
ENSMUSG00000038463.9	Olfml2b	1.23274649712893	0.425804115715603	0.985523922914938	0.227446759137913	0.0815570657942382	0.348295877148974
ENSMUSG00000027342.15	Pcna	2.79855749394815	3.10557820573319	3.07159914708512	3.00396970051656	3.09894367387809	3.28418330785074
ENSMUSG00000066621.13	Tecpr1	1.40683738245371	1.58091667068312	1.5015255123535	1.47988293743317	1.53581604240948	1.39679302150299
ENSMUSG00000026837.17	Col5a1	2.22820689027238	1.45620890743895	1.38143538910595	1.05977784305434	1.20296160311452	0.73552077658034
ENSMUSG00000026496.12	Parp1	3.77077345629397	3.61817698584356	3.54370088680156	3.77032834633409	3.6404658311739	3.60977569810291
ENSMUSG00000036197.17	Gxylt1	0.472253368715438	0.765201569872161	0.506306574587759	0.577035160132639	0.745472718200027	0.394838347525514
ENSMUSG00000022967.14	Ifnar1	1.19654402734274	1.42429240398228	1.1397143060119	0.989386894421212	1.18446068404189	1.12120913303316
ENSMUSG00000040177.11	2310057M21Rik	0.447275830979939	0.934004323367263	1.12894831582339	0.941808261377167	1.31418997159207	1.21028699714179
ENSMUSG00000018395.20	Kif3a	0.697544447464479	0.334048382755559	0.364327266223467	0.465168826798164	0.415714457012793	0.276792647573629
ENSMUSG00000042106.6	Inka1	0.38325207857889	-0.0811074180793355	0.40301470610599	0.314795925734695	0.258381506831581	0.210628682118199
ENSMUSG00000000915.16	Hip1r	1.07892971191337	1.49745996672931	1.3882774352316	1.72765357947046	1.70903536843599	1.65831452455677
