Geneid	Symbol	AdLibitum.log2fpkm.mean	Fast.log2fpkm.mean	Refeed.log2fpkm.mean
ENSMFAG00000033148	DNAJC10	3.188530876406	3.55250911504434	3.9292897031092
ENSMFAG00000042258	""	3.99387343057103	3.74611363710317	3.87370815699973
ENSMFAG00000000688	NOTCH1	2.14273318803246	1.67607265041684	2.28588493568239
ENSMFAG00000043242	MIDN	2.34955834928667	3.2271655300181	2.94437608714755
ENSMFAG00000045625	PXYLP1	2.3821488546606	1.75389664014483	2.03247510001638
ENSMFAG00000043225	RPL8	8.20500148805811	7.80214061921575	7.45916840532311
ENSMFAG00000030667	""	10.8221871614118	11.3493814399033	11.3671128354741
ENSMFAG00000042228	PROX1	3.03343377665851	4.147845473431	4.05052934449141
ENSMFAG00000040381	CHAC2	1.88833801385656	1.47046034024033	1.94442994701153
ENSMFAG00000004699	EIF3H	6.83101048271708	6.56212363796907	6.29442431734396
ENSMFAG00000002080	GEN1	1.20611567584244	0.65589568055216	1.05791481996141
ENSMFAG00000001776	""	3.03640150511762	1.37948201960343	1.71492053154956
ENSMFAG00000033356	PTPN6	3.3303390200788	2.91477375230392	2.98242177898539
ENSMFAG00000006832	""	2.8494038574843	3.2395190474939	3.35127106228991
ENSMFAG00000034368	""	6.81589025495075	6.3536435858162	6.01554479901907
ENSMFAG00000000618	""	2.40350919427656	3.07127929130278	2.73455949124343
ENSMFAG00000047569	CYP3A4	9.56237998398827	9.99340531398066	9.85071335449482
ENSMFAG00000044980	CLUH	4.57879429136933	4.85833088375296	4.56602179826731
ENSMFAG00000001608	PTPRU	1.99300987400486	1.39928432051372	1.97091707751773
ENSMFAG00000035429	CXADR	2.48356748497575	3.13572372023703	3.05806853410222
ENSMFAG00000007179	NINJ2	5.08559139685097	4.71413183025573	4.72989451559108
ENSMFAG00000032230	IKBKG	4.26043804972674	3.78774494606762	3.82754159072048
ENSMFAG00000043655	SEC14L3	0.303071166941156	1.11530912258035	0.855854739168492
ENSMFAG00000043124	""	1.19857348880283	2.13180170548634	2.2472285371339
ENSMFAG00000047485	RND2	1.36288639202768	0.205485204749618	0.014369283683787
ENSMFAG00000043945	SPIDR	1.45411951974596	1.80147863911115	1.78212098403156
ENSMFAG00000036877	ITGA5	2.96874554778752	2.55677953477067	3.24746905858022
ENSMFAG00000038676	SLC25A11	5.24884544157265	5.5318409722583	5.43414691687094
ENSMFAG00000030130	SLBP	2.64677786463755	2.36518821543526	2.62859040266984
ENSMFAG00000034524	ARL6IP4	5.83472087700975	5.5577870948912	5.32136782481171
ENSMFAG00000065828	""	1.23813509278692	1.95960054454444	1.83630501769722
ENSMFAG00000000878	""	2.8979360360803	2.27114047656304	1.69306648345247
ENSMFAG00000042949	SNX22	3.15003531615938	2.62409800096734	2.91180579744177
ENSMFAG00000000784	""	7.30302861458713	6.95258371188438	6.71763400162442
ENSMFAG00000044872	PLCB3	1.94547425338243	1.56145902797261	2.09566537089982
ENSMFAG00000040058	ST3GAL6	3.56799024298523	3.90235237913506	3.67814217069021
ENSMFAG00000007624	""	5.03596999275344	5.26638016939186	5.10530751834168
ENSMFAG00000034420	HAMP	9.30631020804851	10.2578220118791	9.9925699023737
ENSMFAG00000007545	MSANTD3-TMEFF1	1.49675744314673	1.86507473724135	1.87291643099298
ENSMFAG00000000218	""	1.94555153486381	2.56026490495964	2.83209290982833
ENSMFAG00000031896	FGF21	1.02075548571931	2.99962642984775	-1.29605126884004
ENSMFAG00000031234	SOCS2	1.79475528459418	2.64679326094118	2.84258533224513
ENSMFAG00000044272	HDHD5	3.69359538066269	3.95979637364565	3.69314850053381
ENSMFAG00000047889	ZNF175	0.866874204349187	0.286649695847595	0.290004011986617
ENSMFAG00000035731	GFM1	3.2802975807221	3.71566514463471	3.8080706974465
ENSMFAG00000030938	DNASE1	2.93891798858653	2.47637204535287	2.27243655813053
ENSMFAG00000003537	TLE6	0.961854899683943	1.48765157058821	0.613404502196761
ENSMFAG00000000493	TMEM129	2.52866719180465	2.87786806892889	2.89169040007245
ENSMFAG00000044705	HTATSF1	3.51700667108726	3.74675527673812	3.74596611511348
ENSMFAG00000003167	PLSCR4	2.28396330794901	3.13931702495035	3.11497153825142
ENSMFAG00000005466	C1orf216	0.96425924393623	0.432981971673072	0.604801976886504
ENSMFAG00000059741	""	0.559484680279472	-0.222527103456279	-0.212332195542669
ENSMFAG00000002084	NUDT9	4.67598485617102	4.42060989747733	4.42969497176417
ENSMFAG00000041157	AGMO	4.18598653773686	4.85104202576394	4.76294959110197
ENSMFAG00000050480	KLRB1	1.48152315059441	0.96152554838423	1.31364766936891
ENSMFAG00000045344	ZFAND6	3.06556026795915	3.38303138258332	3.26811647941339
ENSMFAG00000000062	TBC1D9B	3.24277530006543	3.56915593707519	3.72363835174991
ENSMFAG00000001265	""	7.92103641555879	7.63829496765478	7.26907958087049
ENSMFAG00000031454	SNTB1	2.57709798750835	4.08855758194341	4.17334411029376
ENSMFAG00000001547	AZGP1	9.84905864796668	9.48896467137483	9.15491194228475
ENSMFAG00000033389	TNFAIP1	2.81386021164663	3.10184015604985	3.08830189398363
ENSMFAG00000057972	RNASEK	6.38561399154956	6.76201442988343	6.34802655040146
ENSMFAG00000042653	ZSCAN21	2.77731358520681	2.37085825422231	2.41692679141692
ENSMFAG00000038519	AQP8	0.241310112766324	-0.405717882120952	-0.0978359872366739
ENSMFAG00000031079	CMTM8	4.44504867507678	4.09462390434966	3.76948369758364
ENSMFAG00000031260	AP2A2	2.71414167636761	2.46129711113619	2.61274304250135
ENSMFAG00000031205	NUP54	1.8332605969206	1.57493167464735	1.76541146378709
ENSMFAG00000040652	""	5.42439198660048	5.01588501132419	4.80744966487022
ENSMFAG00000035899	""	3.56934061782699	3.28124018186332	3.37006481064715
ENSMFAG00000061073	""	3.00133755093057	2.60878717563562	2.6549898977174
