Geneid	Symbol	GElaS
ENSMFAG00000031184	MTMR9	0.283054481156317
ENSMFAG00000034876	DDX3X	0.0506931644088807
ENSMFAG00000042477	NUDT19	0.374780712243756
ENSMFAG00000002515	RPS21	0.324047595425306
ENSMFAG00000036439	ZNF460	0.16158715658105
ENSMFAG00000037815	ENTPD4	0
ENSMFAG00000042946	SLC26A2	0.21668629576091
ENSMFAG00000045851	EXOSC5	0.223923325304064
ENSMFAG00000061237	LSM10	0.603770422474007
ENSMFAG00000032613	DDHD2	0.319495056393239
ENSMFAG00000043522	FOSL2	0.93276753067846
ENSMFAG00000028991	""	0.536205876331481
ENSMFAG00000037196	PHLDB2	0.850212016786523
ENSMFAG00000051190	TIMM8B	0.727675360378966
ENSMFAG00000052129	PCDHB8	0.626963088829191
ENSMFAG00000038096	RNASEH2C	0.220749629015991
ENSMFAG00000036052	RBP7	0.0771015528322922
ENSMFAG00000034367	MDC1	0.134395880596675
ENSMFAG00000037724	KRTCAP2	0.145926654174242
ENSMFAG00000034102	YIF1B	0.450624391714912
ENSMFAG00000042282	VPS4B	0.331316754027777
ENSMFAG00000034327	PNPLA7	0.211755582296959
ENSMFAG00000001069	BRAF	0.415123605335728
ENSMFAG00000053482	RPS20	0.0936510837629333
ENSMFAG00000030673	""	0.90841253087662
ENSMFAG00000030676	MISP3	0.791241298315578
ENSMFAG00000030369	EDC4	0
ENSMFAG00000041573	SPR	0.0516074310369344
ENSMFAG00000032075	BMPR2	0.410654724203506
ENSMFAG00000034463	NOD1	0.144177102986436
ENSMFAG00000037495	HMCN1	0.238334470939422
ENSMFAG00000043033	RPL23	0.0246834622379945
ENSMFAG00000059900	""	0.383854812850912
ENSMFAG00000040341	ABCC3	0
ENSMFAG00000014328	MGAT3	0.172679126270983
ENSMFAG00000043598	PLEKHG1	0.925444466026649
ENSMFAG00000036690	SCAF11	0.15562643266891
ENSMFAG00000032662	""	0
ENSMFAG00000042704	KDSR	0.528954015787995
ENSMFAG00000003742	""	0.665457978218605
ENSMFAG00000039784	CYP26B1	1.16978847858285
ENSMFAG00000037276	MAPK8IP3	0.013328790901355
ENSMFAG00000047434	NUTF2	0.245558128669738
ENSMFAG00000034136	COA6	0.239450844246209
ENSMFAG00000003565	PATL2	0.66487400435738
ENSMFAG00000003426	""	0.208031960627305
ENSMFAG00000064354	""	0.0945326508322515
ENSMFAG00000031812	LMBR1	0.578255907392174
ENSMFAG00000045069	NUP98	0.20111491745155
ENSMFAG00000002713	NOCT	1.10954308471278
ENSMFAG00000035771	RAB3GAP2	0.475122066640748
ENSMFAG00000036921	PPARD	0.149457803738777
ENSMFAG00000042455	""	0.270482328268655
