Geneid	Symbol	Young_AdLibitum.log2fpkm.mean	Young_Fast.log2fpkm.mean	Young_Refeed.log2fpkm.mean	Young_GElaS
ENSMUSG00000049225.15	Pdp1	2.11643634967402	2.52207475098887	2.2125323533222	0.50031851372091
ENSMUSG00000024943.10	Smc5	2.10418677680614	2.60249073256709	2.0933377180363	0.901907891852288
ENSMUSG00000074738.3	Fndc10	1.95212175033218	2.76581625013987	2.23352127005333	0.817451990286472
ENSMUSG00000060512.8	0610040J01Rik	-1.63013227287707	0.207642532031638	-0.59999192399646	0.669555908476398
ENSMUSG00000026399.13	Cd55	3.43082599478875	3.9442517641364	3.60327166005625	0.549012125810922
ENSMUSG00000028251.6	Tstd3	2.64526545110882	1.73300445021541	1.99772515239398	0.250083922682801
ENSMUSG00000022894.7	Adamts5	5.02390257037633	3.92532452262151	4.36123317529218	0.505062835220929
ENSMUSG00000036480.10	Prss56	-2.45420347816822	1.24734674425428	-0.538533039179916	1.91975947145994
ENSMUSG00000058952.13	Cfi	-1.53794993054648	1.39818344895161	0.487510772374394	0.834828199888827
ENSMUSG00000039678.13	Tbc1d13	4.12689015560102	3.71751317687967	4.15298182859878	0.769914268291775
ENSMUSG00000022041.11	Chrna2	-0.728848614131518	1.50895056527941	0.474135150223743	1.18470278630683
ENSMUSG00000040105.4	Plpp6	4.60048798953525	3.92019531068521	4.35903756547297	0.702925059247761
ENSMUSG00000019961.18	Tmpo	2.53946402327807	2.94500318880243	2.79151549743513	0.167303157241133
ENSMUSG00000007610.16	Gtpbp3	2.55170360199213	2.11753942266733	2.40501088580021	0.434589252191438
ENSMUSG00000073460.6	Pnldc1	1.13005819231828	-0.546414364915817	0.881975455096691	1.84496764092307
ENSMUSG00000026034.18	Clk1	4.67566824033313	5.18161514248097	4.62157926771185	0.947402336691906
ENSMUSG00000022401.13	Xpnpep3	2.35493978844367	1.84552587712411	2.27476088762941	0.707083237460845
ENSMUSG00000036026.16	Tmem63b	3.23770937743965	2.83071721764134	3.28770406866295	0.726590448735195
ENSMUSG00000058216.14	Gstp3	-1.27456711915359	0.543733150172674	-0.764235589101406	1.55856638966592
ENSMUSG00000033161.11	Atp1a1	5.28401508508094	6.18997379641432	5.80962845946528	0.454486747825409
ENSMUSG00000039515.12	Ptpa	5.75507644752802	5.28554269552843	5.53346984040001	0.343318664566313
ENSMUSG00000006095.13	Tbcb	5.06841522612133	4.36540121442719	4.57812217060936	0.22706857564655
ENSMUSG00000032526.12	Ss18l2	3.04923063013975	2.2524295958491	2.87264148811184	1.02045236737812
ENSMUSG00000054717.8	Hmgb2	2.84075504618461	3.56848432159196	2.86476125035047	1.31525218267781
ENSMUSG00000038910.8	Plcl2	0.572948206952151	1.84018718372809	0.998467307418482	1.19380089475413
ENSMUSG00000044921.6	Rassf9	-0.0824975428248854	0.97584987103026	0.406528014384417	0.64573577821511
ENSMUSG00000045326.14	Fndc7	-1.28511385307228	1.27734625231426	0.525235002575757	0.657867574385469
ENSMUSG00000001964.15	Emd	3.73935524513437	4.30632625005856	3.83461347238637	0.841364204113972
ENSMUSG00000021713.10	Ppwd1	1.22528942282759	1.60740406621931	1.23065660854468	0.634277197580682
ENSMUSG00000033628.16	Pik3c3	2.91376015924525	3.20497167861671	2.86006748790834	0.507734983644615
ENSMUSG00000038342.16	Mlxip	2.72434078167072	3.49510021656131	2.83807693443793	1.15412537667918
ENSMUSG00000012535.15	Tnpo3	3.0904479271701	2.74444830293853	2.78254887029768	0.0358355823530986
ENSMUSG00000041632.8	Mrps27	3.58990442596765	3.1840666943928	3.48928319363572	0.511791525307699
ENSMUSG00000028645.12	Slc2a1	2.41986503141698	2.98548612645353	2.46107518307159	0.944023302246325
ENSMUSG00000070498.4	Tmem132b	-2.92376838786819	0.216644327420302	-0.548870769366796	0.509903979548087
ENSMUSG00000002393.15	Nr2f6	3.97588793582171	3.56882405112822	4.12364756474563	0.681603131810843
ENSMUSG00000058013.12	Septin11	2.2956964088742	2.82400316984171	2.54700939210493	0.357516518395324
